,ID,Culture,Category,output
338,5920943054272859071_2,"('Urdu', 'India')",Objects / materials / clothing,Bengali
339,5920943064272801251_0,"('Urdu', 'India')",People and everyday life,Bengali
340,5865941054279157087_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
341,5865784474272682812_2,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
342,5919326634278950047_2,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Indonesian
343,5865939274278411939_2,"('Sundanese', 'Indonesia')",Traditions / art / history,Sundanese
344,5920593854277284359_0,"('Tamil', 'India')",Cooking and food,Bengali
345,5920593604275047800_1,"('Hindi', 'India')",Cooking and food,Bengali
346,5865743594277770691_0,"('Korean', 'South Korea')",Vehicles and Transportation,Korean
347,5865784474271720942_1,"('Mongolian', 'Mongolia')",Plants and animal,Mongolian
348,5900300019933021744_1,"('Minangkabau', 'Indonesia')",Cooking and food,Filipino
349,5922763045412381567_0,"('Sinhala', 'Sri_Lanka')",Brands / products / companies,Sinhala
350,5865752674277077194_0,"('Malay', 'Malaysia')",Brands / products / companies,Malay
351,5920593854274185199_1,"('Tamil', 'India')",Traditions / art / history,Marathi
352,5865910684279515981_0,"('Chinese', 'China')",Plants and animal,Chinese
353,5920593844271816304_2,"('Tamil', 'India')",Public Figure and pop culture,Marathi
354,5865939244276236114_0,"('Sundanese', 'Indonesia')",Traditions / art / history,Javanese
355,5865939224275981448_1,"('Javanese', 'Indonesia')",People and everyday life,Indonesian
356,5865925454271088003_2,"('Filipino', 'Philippines')",Traditions / art / history,Filipino
357,5920593854278609538_1,"('Tamil', 'India')",Cooking and food,Marathi
358,5865910674275489089_1,"('Chinese', 'China')",Cooking and food,Chinese
359,5865925464275248603_0,"('Filipino', 'Philippines')",Vehicles and Transportation,Filipino
360,5865941064272831221_1,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
361,5865941054271821170_0,"('Chinese', 'Singapore')",Objects / materials / clothing,Chinese
362,5899609652747513825_1,"('Minangkabau', 'Indonesia')",People and everyday life,Indonesian
363,5920593594276879927_1,"('Hindi', 'India')",People and everyday life,Marathi
364,5865939214272012138_1,"('Sundanese', 'Indonesia')",Cooking and food,Filipino
365,5922660225415434860_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Bengali
366,5919326624277002870_0,"('Minangkabau', 'Indonesia')",Cooking and food,Malay
367,5865939274273855904_1,"('Sundanese', 'Indonesia')",Cooking and food,Indonesian
368,5865940254274691673_1,"('Urdu', 'Pakistan')",People and everyday life,Bengali
369,5865743584279425144_0,"('Korean', 'South Korea')",Geography / buildings / landmarks,Korean
370,5865939244274477598_1,"('Indonesian', 'Indonesia')",Plants and animal,Javanese
371,5865910674275661528_2,"('Chinese', 'China')",People and everyday life,Chinese
372,5865939224279439497_1,"('Javanese', 'Indonesia')",People and everyday life,Indonesian
373,5920943054275624777_0,"('Urdu', 'India')",Cooking and food,Bengali
374,5899597962745689198_1,"('Minangkabau', 'Indonesia')",Traditions / art / history,Malay
375,5865940244277931487_1,"('Urdu', 'Pakistan')",People and everyday life,Urdu
376,5865939244273933143_1,"('Javanese', 'Indonesia')",Vehicles and Transportation,Malay
377,5872173585349329953_0,"('Bengali', 'India')",Objects / materials / clothing,Bengali
378,5865910674276024254_0,"('Chinese', 'China')",Cooking and food,Chinese
379,5865939274275435428_0,"('Indonesian', 'Indonesia')",Plants and animal,Indonesian
380,5920943054271561268_1,"('Urdu', 'India')",Public Figure and pop culture,Bengali
381,5920593594271459840_1,"('Hindi', 'India')",Plants and animal,Bengali
382,5865784464271635511_1,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Mongolian
383,5919991134274335442_1,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
384,5919991134271874543_1,"('Japanese', 'Japan')",Traditions / art / history,Japanese
385,5865939254274955590_0,"('Indonesian', 'Indonesia')",Cooking and food,Filipino
386,5920593844279717867_1,"('Tamil', 'India')",Public Figure and pop culture,Hindi
387,5865910664273406671_1,"('Chinese', 'China')",Traditions / art / history,Chinese
388,5865784474275083173_1,"('Mongolian', 'Mongolia')",Plants and animal,Mongolian
389,5920942824273086457_0,"('Telugu', 'India')",Vehicles and Transportation,Bengali
390,5865925444279409026_0,"('Filipino', 'Philippines')",Plants and animal,Filipino
391,5865939264271256956_0,"('Javanese', 'Indonesia')",Traditions / art / history,Javanese
392,5865752674277491865_0,"('Malay', 'Malaysia')",Geography / buildings / landmarks,Malay
393,5922856955415142465_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
394,5872166835347945312_2,"('Bengali', 'India')",Brands / products / companies,Hindi
395,5865784484275545974_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
396,5865940244274663545_1,"('Urdu', 'Pakistan')",Brands / products / companies,Urdu
397,5922782045415522588_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
398,5865784474277301394_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
399,5865784464278457220_0,"('Mongolian', 'Mongolia')",People and everyday life,Mongolian
400,5865752684279602360_1,"('Malay', 'Malaysia')",Geography / buildings / landmarks,Malay
401,5919326634273359653_0,"('Minangkabau', 'Indonesia')",Traditions / art / history,Malay
402,5865939214278203054_0,"('Sundanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
403,5919326634271788546_1,"('Minangkabau', 'Indonesia')",Public Figure and pop culture,Korean
404,5865910674278309641_2,"('Chinese', 'China')",People and everyday life,Chinese
405,5922746675414775818_0,"('Sinhala', 'Sri_Lanka')",Brands / products / companies,Sinhala
406,5919991134271774932_1,"('Japanese', 'Japan')",Geography / buildings / landmarks,Japanese
407,5920593604271959084_1,"('Hindi', 'India')",Traditions / art / history,Telugu
408,5865743584271268159_0,"('Korean', 'South Korea')",Traditions / art / history,Japanese
409,5920943054279758429_1,"('Urdu', 'India')",Public Figure and pop culture,Bengali
410,5920942824272006971_1,"('Telugu', 'India')",Traditions / art / history,Bengali
411,5865939244278608492_1,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
412,5865752674274742261_1,"('Malay', 'Malaysia')",Objects / materials / clothing,Bengali
413,5865939244279897173_2,"('Javanese', 'Indonesia')",Objects / materials / clothing,Javanese
414,5865939244275678287_1,"('Javanese', 'Indonesia')",Brands / products / companies,Chinese
415,5865752674274434958_1,"('Malay', 'Malaysia')",Brands / products / companies,Malay
416,5865752684272897382_2,"('Malay', 'Malaysia')",Cooking and food,Chinese
417,5920593844272089946_1,"('Tamil', 'India')",Plants and animal,Filipino
418,5865752674278527317_1,"('Malay', 'Malaysia')",Traditions / art / history,Javanese
419,5865939234278245320_1,"('Indonesian', 'Indonesia')",Traditions / art / history,Javanese
420,5899920872741658092_2,"('Minangkabau', 'Indonesia')",Cooking and food,Sundanese
421,5920593854273975259_1,"('Tamil', 'India')",Geography / buildings / landmarks,Hindi
422,5920593714272987294_0,"('Marathi', 'India')",Brands / products / companies,Hindi
423,5865925454279251071_1,"('Filipino', 'Philippines')",Objects / materials / clothing,Javanese
424,5920943064276042845_0,"('Urdu', 'India')",People and everyday life,Marathi
425,5865939264278624705_2,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Indonesian
426,5920593584278358540_1,"('Hindi', 'India')",Public Figure and pop culture,Hindi
427,5865784464272392223_1,"('Mongolian', 'Mongolia')",Brands / products / companies,Korean
428,5865939224275479116_0,"('Javanese', 'Indonesia')",Brands / products / companies,Indonesian
429,5865939234279868683_0,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
430,5865941064272871259_1,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Chinese
431,5948825686366739344_0,"('Japanese', 'Japan')",Traditions / art / history,Japanese
432,5865939274274664373_0,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Japanese
433,5865784474278697728_2,"('Mongolian', 'Mongolia')",Brands / products / companies,Mongolian
434,5920943054276216086_0,"('Urdu', 'India')",Vehicles and Transportation,Indian
435,5865784474271687109_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
436,5920593834278015260_0,"('Tamil', 'India')",Vehicles and Transportation,Hindi
437,5865687704273533150_0,"('Bengali', 'India')",Public Figure and pop culture,Hindi
438,5865687724275130974_0,"('Bengali', 'India')",Cooking and food,Bengali
439,5865939224277122592_2,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,Indonesian
440,5865925454276404301_1,"('Filipino', 'Philippines')",Traditions / art / history,Javanese
441,5865910664277484903_0,"('Chinese', 'China')",Geography / buildings / landmarks,Chinese
442,5865752674276916808_1,"('Malay', 'Malaysia')",Cooking and food,Malay
443,5865925454271819943_0,"('Filipino', 'Philippines')",Traditions / art / history,Filipino
444,5865941054272852902_1,"('Chinese', 'Singapore')",Geography / buildings / landmarks,Malay
445,5865939264271501416_0,"('Indonesian', 'Indonesia')",Cooking and food,Indonesian
446,5865687714271913483_0,"('Bengali', 'India')",Geography / buildings / landmarks,Bengali
447,5865941054273117695_0,"('Chinese', 'Singapore')",Traditions / art / history,Malay
448,5865939244279130690_2,"('Indonesian', 'Indonesia')",Plants and animal,Malay
449,5865752684276822254_1,"('Malay', 'Malaysia')",Public Figure and pop culture,Filipino
450,5865752674274969728_0,"('Malay', 'Malaysia')",Plants and animal,Malay
451,5865939234274070323_1,"('Javanese', 'Indonesia')",Cooking and food,Indonesian
452,5865939244277446879_0,"('Indonesian', 'Indonesia')",People and everyday life,Malay
453,5865939264274020810_0,"('Javanese', 'Indonesia')",Traditions / art / history,Javanese
454,5865940244271342598_0,"('Urdu', 'Pakistan')",Cooking and food,Urdu
455,5920593834275139325_1,"('Tamil', 'India')",Cooking and food,Bengali
456,5865925464279673969_0,"('Filipino', 'Philippines')",Geography / buildings / landmarks,Filipino
457,5920593724274419583_0,"('Marathi', 'India')",Objects / materials / clothing,Hindi
458,5919991144277813536_0,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
459,5920943054275397070_1,"('Urdu', 'India')",Public Figure and pop culture,Hindi
460,5878681352114614291_2,"('Bengali', 'India')",Geography / buildings / landmarks,Bengali
461,5865910674274264939_1,"('Chinese', 'China')",Traditions / art / history,Chinese
462,5865940254271225590_0,"('Urdu', 'Pakistan')",People and everyday life,Chinese
463,5920943054274412555_0,"('Urdu', 'India')",Public Figure and pop culture,Urdu
464,5865752664278024944_0,"('Malay', 'Malaysia')",Traditions / art / history,Chinese
465,5865940244275177415_0,"('Urdu', 'Pakistan')",People and everyday life,Bengali
466,5865939264279886540_1,"('Indonesian', 'Indonesia')",Cooking and food,Korean
467,5899590752749207684_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,Minangkabau
468,5865784464273162877_0,"('Mongolian', 'Mongolia')",Plants and animal,Japanese
469,5865784464271228370_1,"('Mongolian', 'Mongolia')",Brands / products / companies,Mongolian
470,5948825686369792424_1,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
471,5920943064278643428_1,"('Urdu', 'India')",Geography / buildings / landmarks,Hindi
472,5922657585414484239_2,"('Sinhala', 'Sri_Lanka')",Cooking and food,Tamil
473,5865910664278947879_1,"('Chinese', 'China')",Plants and animal,Chinese
474,5865910684274241027_0,"('Chinese', 'China')",Geography / buildings / landmarks,Javanese
475,5865925464272537650_1,"('Filipino', 'Philippines')",Cooking and food,Chinese
476,5865925464274179100_0,"('Filipino', 'Philippines')",Geography / buildings / landmarks,Filipino
477,6028345774277448207_0,"('Marathi', 'India')",Sports and recreation,Bengali
478,5865939274275157349_1,"('Javanese', 'Indonesia')",People and everyday life,Javanese
479,5865939274278433620_1,"('Indonesian', 'Indonesia')",Brands / products / companies,Japanese
480,5922557815419248440_1,"('Sinhala', 'Sri_Lanka')",People and everyday life,Tamil
481,5920942824274970991_0,"('Telugu', 'India')",Vehicles and Transportation,Bengali
482,5865939214277583515_0,"('Sundanese', 'Indonesia')",Plants and animal,Indonesian
483,5948826586365830105_0,"('Japanese', 'Japan')",People and everyday life,Japanese
484,5920942824274618831_1,"('Telugu', 'India')",Vehicles and Transportation,Bengali
485,5865939274277170739_2,"('Indonesian', 'Indonesia')",Vehicles and Transportation,Javanese
486,5865784474273861127_1,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
487,5865939274279510871_0,"('Indonesian', 'Indonesia')",Traditions / art / history,Javanese
488,5865939214273087796_0,"('Sundanese', 'Indonesia')",Objects / materials / clothing,Filipino
489,5920943064274989624_2,"('Urdu', 'India')",Geography / buildings / landmarks,Urdu
490,5865940244278186598_0,"('Urdu', 'Pakistan')",Cooking and food,Bengali
491,5948825676366514339_1,"('Japanese', 'Japan')",Plants and animal,Japanese
492,6028345774274084118_0,"('Marathi', 'India')",Traditions / art / history,Bengali
493,5865939254279985414_1,"('Javanese', 'Indonesia')",Cooking and food,Filipino
494,5865939274274408912_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,Indonesian
495,5920593834271482095_0,"('Tamil', 'India')",Cooking and food,Bengali
496,5865752664277405118_2,"('Malay', 'Malaysia')",Cooking and food,Malay
497,5865925444275760822_0,"('Filipino', 'Philippines')",Sports and recreation,Javanese
498,5920593714278892795_1,"('Marathi', 'India')",Brands / products / companies,Hindi
499,5920593724272729865_1,"('Marathi', 'India')",People and everyday life,Bengali
500,5865925444272872160_1,"('Filipino', 'Philippines')",Plants and animal,Malay
501,5865941044273751155_0,"('Chinese', 'Singapore')",Objects / materials / clothing,Chinese
502,5865743594277859406_0,"('Korean', 'South Korea')",Public Figure and pop culture,Korean
503,5920943054277621953_1,"('Urdu', 'India')",People and everyday life,Bengali
504,5865910674278360824_0,"('Chinese', 'China')",Public Figure and pop culture,Chinese
505,5922773765417044057_0,"('Sinhala', 'Sri_Lanka')",Sports and recreation,Malay
506,5922649655418419320_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Bengali
507,5865940254278997557_1,"('Urdu', 'Pakistan')",Plants and animal,Hindi
508,5865743584276567654_0,"('Korean', 'South Korea')",Traditions / art / history,Japanese
509,5865939274277779670_1,"('Javanese', 'Indonesia')",Cooking and food,Indonesian
510,5865939234274941532_0,"('Indonesian', 'Indonesia')",Cooking and food,Bengali
511,5865925444274566274_0,"('Filipino', 'Philippines')",People and everyday life,Malay
512,5920593844276047431_1,"('Tamil', 'India')",Vehicles and Transportation,Malay
513,5920593724278181109_0,"('Marathi', 'India')",Plants and animal,Bengali
514,5865910694279356357_1,"('Chinese', 'China')",Traditions / art / history,Chinese
515,5865910694278999189_0,"('Chinese', 'China')",Traditions / art / history,Chinese
516,5922566305413085119_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Bengali
517,5922873125418841030_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,Sinhala
518,5865910674271072923_1,"('Chinese', 'China')",Plants and animal,Chinese
519,5865939264275315210_1,"('Indonesian', 'Indonesia')",Public Figure and pop culture,Indonesian
520,5920593854274304708_2,"('Tamil', 'India')",Traditions / art / history,Bengali
521,5920593834272144239_0,"('Tamil', 'India')",Traditions / art / history,Tamil
522,5920593604274321076_0,"('Hindi', 'India')",People and everyday life,Bengali
523,5865784474273768540_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Mongolian
