,ID,Culture,Category,output
244,5899612552749591117_0,"('Minangkabau', 'Indonesia')",Traditions / art / history,"This image depicts a lively scene from a historical or cultural event, featuring people dressed in traditional clothing, engaging in festive activities, such as dancing,"
245,5865939264273689396_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,"The image shows a monument with tall, tall, vertical, and horizontal, and vertical, and horizontal, and vertical, and horizontal, and vertical,"
246,5865784464278547626_1,"('Mongolian', 'Mongolia')",Vehicles and Transportation,Japanese
247,5865925464274935967_0,"('Filipino', 'Philippines')",Cooking and food,The image shows a plate with food on it.
248,5865743574271125248_1,"('Korean', 'South Korea')",Vehicles and Transportation,- 1.
249,5948826576361751089_2,"('Japanese', 'Japan')",Objects / materials / clothing,"The image best represents ""Javanese""."
250,5920942814279551815_0,"('Telugu', 'India')",Sports and recreation,"
The
TheA@ different yellow and andChildren
The image TechThe image wsThe, various k children and games In a Open,"
251,5865925444271536240_0,"('Filipino', 'Philippines')",Sports and recreation,Filipino
252,5865784484275849884_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Chinese
253,5919991134279761186_1,"('Japanese', 'Japan')",Traditions / art / history,"The image shows a large, golden sculpture of a dragon's head, adorned with a pineapple, and a bird perched on its head."
254,5865784464277573887_0,"('Mongolian', 'Mongolia')",Cooking and food,"The image best represents a **Korean**, which is a type of food. It is a cake designed to look like a roasted pig, complete"
255,5865752664272766078_0,"('Malay', 'Malaysia')",Public Figure and pop culture,Japanese
256,5865939224278209434_2,"('Javanese', 'Indonesia')",People and everyday life,"The image shows a wooden filing cabinet placed on a green carpet with intricate patterns. The cabinet has a sign on top that reads ""Donate your cell"
257,5899922222745936726_0,"('Minangkabau', 'Indonesia')",Cooking and food,Indonesian
258,5920942824275353428_1,"('Telugu', 'India')",Objects / materials / clothing,Japanese
259,5865752674278057666_1,"('Malay', 'Malaysia')",Objects / materials / clothing,Bengali
260,5865939254273674573_0,"('Javanese', 'Indonesia')",Cooking and food,"It seems that the image is a representation of the word only.
- Bengali
- Javanese
- Tamil
- Filipino
- Minangk"
261,5879880098657959150_0,"('Bengali', 'India')",Public Figure and pop culture,Urdu
262,5865939214274115404_1,"('Sundanese', 'Indonesia')",People and everyday life,Japanese
263,5948826956368444388_0,"('Japanese', 'Japan')",Objects / materials / clothing,Japanese
264,5872142895346548126_1,"('Bengali', 'India')",Objects / materials / clothing,"- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
- Filipino
"
265,5865752664278348471_0,"('Malay', 'Malaysia')",Sports and recreation,Japanese
266,5920593604275796230_0,"('Hindi', 'India')",People and everyday life,Hindi
267,5865687714276238934_0,"('Bengali', 'India')",Objects / materials / clothing,The image best represents the Filipino culture.
268,5920593844279777454_0,"('Tamil', 'India')",Objects / materials / clothing,The image best represents Filipino culture.
269,6028345764278473511_0,"('Marathi', 'India')",Cooking and food,Japanese
270,5920943064277840460_1,"('Urdu', 'India')",Cooking and food,The image best represents the **Japanese** culture.
271,5865939214278514302_0,"('Sundanese', 'Indonesia')",Geography / buildings / landmarks,"The image depicts a vintage-style diner or restaurant setting with various retro appliances and furniture. The setting includes elements such as an old-fashioned cash register,"
272,5920593724271571150_1,"('Marathi', 'India')",Vehicles and Transportation,The image best represents the **Japanese** culture.
273,5865687704273406867_1,"('Bengali', 'India')",Geography / buildings / landmarks,Indian
274,5865910684273469261_0,"('Chinese', 'China')",Cooking and food,"The image best represents ""Japanese"" culture."
275,5865687704272524518_1,"('Bengali', 'India')",Brands / products / companies,The image you provided does not best represent. You must choose from options below.
276,5865939264277731031_0,"('Indonesian', 'Indonesia')",Brands / products / companies,"The image shows a sign with the text ""Bluebird"" and an arrow pointing to the right. This sign is likely used to direct pedestrians towards"
277,5920593834272953332_1,"('Tamil', 'India')",Traditions / art / history,"The image best represents a traditional Bengali dance performance. The person in the image is dressed in traditional Bengali attire, performing a traditional Bengali dance."
278,5865941054275162007_1,"('Chinese', 'Singapore')",Public Figure and pop culture,Chinese
279,5865939284271682071_0,"('Indonesian', 'Indonesia')",Geography / buildings / landmarks,The image shows a building with intricate patterns and designs on its walls and ground.
280,5865784474271187742_2,"('Mongolian', 'Mongolia')",Sports and recreation,"The image best represents Asian culture.

From the options provided:
- Bengali
- Javanese
- Tamil
- Filipino
- Minangkab"
281,5879880118654965923_2,"('Bengali', 'India')",Public Figure and pop culture,Bengali
282,5922893985415772819_0,"('Sinhala', 'Sri_Lanka')",People and everyday life,Filipino
283,5865784474277453722_0,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks," are the mon, a museum exhibit. Dark blue walls and a dark deep blue walls and small platforms tall, two mon Moai Carved er Mo"
284,5865743584278967277_2,"('Korean', 'South Korea')",Traditions / art / history,"The image best represents **Asian** culture, which includes elements such as festivals, art, and traditions. In this case, a festival where people"
285,5920943054279509041_1,"('Urdu', 'India')",Vehicles and Transportation,The image shows a row of vintage cars parked in a parking lot. The cars are white and have yellow license plates. The cars are similar and have
286,5919326634271031729_0,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,The image best represents **Indonesian**.
287,5865939274278939000_2,"('Javanese', 'Indonesia')",Cooking and food,"- Enjoy
- Enjo
- Enjoy
- Enjo
- Enjoy
- Enjo
- Enjoy
- Enjo
- Enjoy"
288,6028345774279870960_1,"('Marathi', 'India')",Traditions / art / history,"The image best represents a **witch's** cauldron, which is situated in the middle of a **sand**. This cauldron is"
289,5865784464274975600_2,"('Mongolian', 'Mongolia')",Brands / products / companies,The image shows a city street with various buildings and power lines. There is a white car parked on the street. The sky is cloudy and gray
290,5865925444271529574_0,"('Filipino', 'Philippines')",Objects / materials / clothing,Minangkabau
291,5865939224275800403_2,"('Sundanese', 'Indonesia')",Cooking and food,Japanese
292,5920942834277098392_1,"('Telugu', 'India')",Vehicles and Transportation,Bengali
293,5865925454271866025_0,"('Filipino', 'Philippines')",Brands / products / companies,"- Filipino
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- S"
294,5865687724278338226_2,"('Bengali', 'India')",Cooking and food,Chinese
295,5865910674273458190_0,"('Chinese', 'China')",Objects / materials / clothing,Chinese
296,5922685265416597207_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,Tamil
297,5865743594279648038_0,"('Korean', 'South Korea')",Geography / buildings / landmarks,"The image shows a well-maintained garden with a clear blue sky, a white fence, and a path leading to a building with a green roof."
298,5920593594273029251_1,"('Hindi', 'India')",Objects / materials / clothing,Japanese
299,5920593594271693202_1,"('Hindi', 'India')",Cooking and food,Bengali
300,5928537448343694084_1,"('Urdu', 'India')",Cooking and food,Chinese
301,5865941054277656653_1,"('Chinese', 'Singapore')",Sports and recreation,Japanese
302,5865925464273178159_0,"('Filipino', 'Philippines')",Cooking and food,"The image best represents ""Chinese"" culture."
303,5928538388343310161_0,"('Urdu', 'India')",Cooking and food,Japanese
304,5920593594274192059_0,"('Hindi', 'India')",Cooking and food,Chinese
305,5865910684273995468_0,"('Chinese', 'China')",Objects / materials / clothing,Japanese
306,5865910694277171021_0,"('Chinese', 'China')",Traditions / art / history,Chinese
307,5865784474274984563_2,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Japanese
308,5865925454273178923_0,"('Filipino', 'Philippines')",Objects / materials / clothing,"- Filipino
- Filipino
- Filipino
- Marathi
- Filipino
- Filipino
- Marathi
- Telugu
- Filipino
"
309,5865752664278348558_1,"('Malay', 'Malaysia')",Cooking and food,Japanese
310,5920593594279919893_1,"('Hindi', 'India')",Geography / buildings / landmarks,Hindi
311,5920942824278873876_0,"('Telugu', 'India')",Sports and recreation,"The image depicts a traditional bull-taming event, likely from a culture that involves the capture and handling of a bull in a competitive or ceremonial manner."
312,6028345784274920873_1,"('Marathi', 'India')",Vehicles and Transportation,Hindi
313,5865941054276936057_0,"('Chinese', 'Singapore')",Brands / products / companies,The image best represents **Grab**.
314,5865910674279457951_1,"('Chinese', 'China')",Cooking and food,Japanese
315,5922659095417602186_0,"('Sinhala', 'Sri_Lanka')",Cooking and food,Indonesian
316,5865743584271872926_1,"('Korean', 'South Korea')",Cooking and food,"The image you provided appears to depict a traditional dessert known as ""Bibingka,"" which is a sweet rice cake often associated with Japanese culture and"
317,5865687704275682998_2,"('Bengali', 'India')",Traditions / art / history,Hindi
318,5920943074277879269_1,"('Urdu', 'India')",Geography / buildings / landmarks,"- Sinhala
- Japanese
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- S"
319,5865925454276966371_0,"('Filipino', 'Philippines')",Public Figure and pop culture,Filipino
320,5900088699939477477_0,"('Minangkabau', 'Indonesia')",Cooking and food,"The image best represents ""Minangkabau."""
321,5865743594277397458_1,"('Korean', 'South Korea')",Public Figure and pop culture,Japanese
322,5865939224276500477_2,"('Javanese', 'Indonesia')",Geography / buildings / landmarks,"The image depicts a vintage-style diner or restaurant setting with various retro appliances and furniture. The setting includes elements such as an old-fashioned cash register,"
323,5900301969935276798_1,"('Minangkabau', 'Indonesia')",People and everyday life,"The image likely represents a young boy engaged in the act of reading a book, possibly the Quran Quran, as he is sitting on the floor, which"
324,5865687714279822192_0,"('Bengali', 'India')",Traditions / art / history,The image shows a large drum with a floral pattern. The drum is decorated with a blue and green pattern. The drum is placed on a green surface
325,5922675445412078908_0,"('Sinhala', 'Sri_Lanka')",Geography / buildings / landmarks,- Indonesian
326,5865941064277471516_0,"('Chinese', 'Singapore')",Cooking and food,Japanese
327,5865784454279702945_0,"('Mongolian', 'Mongolia')",People and everyday life,Japanese
328,5865941054271584589_0,"('Chinese', 'Singapore')",Brands / products / companies,Japanese
329,5919326634275958511_1,"('Minangkabau', 'Indonesia')",Public Figure and pop culture,"- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
- Japanese
"
330,5922793855412764271_0,"('Sinhala', 'Sri_Lanka')",Traditions / art / history,"- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
"
331,5920943054278260979_0,"('Urdu', 'India')",Brands / products / companies,"- Chinese
- 100 ml
- 10 ml
- 10 ml
- 10 ml
- "
332,5919991124273310938_1,"('Japanese', 'Japan')",Public Figure and pop culture,Japanese
333,5865752674275431424_0,"('Malay', 'Malaysia')",Public Figure and pop culture,Chinese
334,5865687714279769701_1,"('Bengali', 'India')",Cooking and food,"- Korean
- Filipino
- Minangkab
- Sundanese
- Korean
- Minangkabau
- Korean
- Filipino
"
335,5865941054277281187_0,"('Chinese', 'Singapore')",Sports and recreation,Bengali
336,5865910674278545668_1,"('Chinese', 'China')",Objects / materials / clothing,The image best represents the culture of **Filipino**.
337,5865743584273917481_1,"('Korean', 'South Korea')",Geography / buildings / landmarks,Japanese
338,5920943054272859071_2,"('Urdu', 'India')",Objects / materials / clothing,The image best represents **Asian** culture.
339,5920943064272801251_0,"('Urdu', 'India')",People and everyday life,Japanese
340,5865941054279157087_0,"('Chinese', 'Singapore')",Geography / buildings / landmarks,"- Jurong
- Sinhala
- Sinhala
- Sinhala
- Sinhala
- Sinhala
-"
341,5865784474272682812_2,"('Mongolian', 'Mongolia')",Geography / buildings / landmarks,Japanese
342,5919326634278950047_2,"('Minangkabau', 'Indonesia')",Geography / buildings / landmarks,"The image shows the entrance to a store, likely an IKEA, with a sign that reads ""Parkir Khusum Resto"". There"
343,5865939274278411939_2,"('Sundanese', 'Indonesia')",Traditions / art / history,The image shows a unique and intricate structure made from numerous brown objects that resemble croquet. This installation is likely designed to create a sense visual and tactile
344,5920593854277284359_0,"('Tamil', 'India')",Cooking and food,"The image best represents ""Bengali."""
345,5920593604275047800_1,"('Hindi', 'India')",Cooking and food,"The image best represents ""Bengali."""
